"Abbrev","Full Title","Trnsl. Title","Publ.","ISSN","New","High Density","Book Ser"
"Commun. Appl. Ind. Math.","Communications in Applied and Industrial Mathematics","","SIMAI, Rome.","2038-0909","N","N","N"
"Commun. Appl. Math. Comput.","Communication on Applied Mathematics and Computation. Yingyong Shuxue yu Jisuan Shuxue Xuebao","","Commun. Appl. Math. Comput., Ed. Board, Shanghai.","1006-6330","N","N","N"
"Commun. Appl. Math. Comput. Sci.","Communications in Applied Mathematics and Computational Science","","Math. Sci. Publ., Berkeley, CA.","1559-3940","N","Y","N"
"Commun. Comput. Phys.","Communications in Computational Physics","","Glob. Sci. Pr., Shatin.","1815-2406","N","N","N"
"Commun. Contemp. Math.","Communications in Contemporary Mathematics","","World Sci. Publ., Singapore.","0219-1997","N","Y","N"
"Commun. Cybern. Syst. Sci. Eng.","Communications in Cybernetics, Systems Science and Engineering","","CRC Press, Boca Raton, FL.","2164-9693","N","N","Y"
"Commun. Fac. Sci. Univ. Ank. Ser. A1 Math. Stat.","Communications de la Faculte des Sciences de l'Universite d'Ankara. Series A1. Mathematics and Statistics. Communications. Faculty of Sciences. University of Ankara","","Ankara Univ., Fac. Sci., Ankara.","1303-5991","N","N","N"
"Commun. Inf. Syst.","Communications in Information and Systems","","Int. Press, Somerville, MA.","1526-7555","N","N","N"
"Commun. Korean Math. Soc.","Korean Mathematical Society. Communications","","Korean Math. Soc., Seoul.","1225-1763","N","Y","N"
"Commun. Math.","Communications in Mathematics","","Univ. Ostrava, Ostrava.","1804-1388","N","Y","N"
"Commun. Math. Anal.","Communications in Mathematical Analysis","","Math. Res. Publ., Washington, DC.","1938-9787","N","Y","N"
"Commun. Math. Res.","Communications in Mathematical Research","","Commun. Math. Res., Edit. Comm., Changchun.","1674-5647","N","Y","N"
"Commun. Math. Sci.","Communications in Mathematical Sciences","","Int. Press, Somerville, MA.","1539-6746","N","Y","N"
"Commun. Math. Stat.","Communications in Mathematics and Statistics","","Springer, Berlin.","2194-6701","N","N","N"
"Commun. Nonlinear Sci. Numer. Simul.","Communications in Nonlinear Science and Numerical Simulation","","Elsevier B. V., Amsterdam.","1007-5704","N","N","N"
"Commun. Number Theory Phys.","Communications in Number Theory and Physics","","Int. Press, Somerville, MA.","1931-4523","N","Y","N"
"Commun. Numer. Anal.","Communications in Numerical Analysis","","Int. Sci. Publ. Consult. Serv. ISPACS, Mannheim.","2193-4215","N","Y","N"
"Commun. Pure Appl. Anal.","Communications on Pure and Applied Analysis","","Am. Inst. Math. Sci. (AIMS), Springfield, MO.","1534-0392","N","Y","N"
"Commun. Stoch. Anal.","Communications on Stochastic Analysis","","Ser. Publ., New Delhi.","0973-9599","N","Y","N"
"Commun. Theor. Phys. (Beijing)","Communications in Theoretical Physics","","Chinese Phys. Soc., Beijing.","0253-6102","N","N","N"
"Compact Textb. Math.","Compact Textbook in Mathematics","","Birkhauser/Springer, Cham.","","Y","N","Y"
"Complex Anal. Oper. Theory","Complex Analysis and Operator Theory","","Birkhauser Verlag, Basel.","1661-8254","N","Y","N"
"Complex Manifolds","Complex Manifolds","","De Gruyter Open, Berlin.","2300-7443","Y","Y","N"
"Complex Netw. Dyn. Syst.","Complex Networks and Dynamic Systems","","Springer, New York.","","Y","N","Y"
"Complex Systems","Complex Systems","","Complex Systems Publ., Champaign, IL.","0891-2513","N","N","N"
"Complex Var. Elliptic Equ.","Complex Variables and Elliptic Equations. An International Journal","","Taylor & Francis, Abingdon.","1747-6933","N","Y","N"
"Complexity","Complexity","","Wiley, Hoboken, NJ.","1076-2787","N","N","N"
"Compos. Math.","Compositio Mathematica","","London Math. Soc., London.","0010-437X","N","Y","N"
"Comput. Aided Geom. Design","Computer Aided Geometric Design","","Elsevier Sci. B. V., Amsterdam.","0167-8396","N","Y","N"
"Comput. Appl. Math.","Computational & Applied Mathematics","","Springer, Basel.","0101-8205","N","Y","N"
"Comput. Assist. Methods Eng. Sci.","Computer Assisted Methods in Engineering and Science","","Polish Acad. Sci. Inst. Fundam. Technol. Res., Warsaw.","2299-3649","N","N","N"
"Comput. Biol.","Computational Biology","","Springer, London.","1568-2684","N","N","Y"
"Comput. Biol. Chem.","Computational Biology and Chemistry","","Elsevier, Inc., Amsterdam.","1476-9271","N","N","N"
"Comput. Biol. J.","Computational Biology Journal","","Hindawi Publ. Corp., New York.","2314-4165","Y","N","N"
"Comput. Commun. Netw.","Computer Communications and Networks","","Springer, London.","1617-7975","N","N","Y"
"Comput. Complexity","Computational Complexity","","Birkhauser Verlag, Basel.","1016-3328","N","Y","N"
"Comput. Exp. Methods Struct.","Computational and Experimental Methods in Structures","","Imp. Coll. Press, London.","","N","N","Y"
"Comput. Fluid Solid Mech.","Computational Fluid and Solid Mechanics","","Springer, Heidelberg.","1860-482X","N","N","Y"
"Comput. & Fluids","Computers & Fluids. An International Journal","","Elsevier Sci. B. V., Amsterdam.","0045-7930","N","N","N"
"Comput. Geom.","Computational Geometry. Theory and Applications","","Elsevier B. V., Amsterdam.","0925-7721","N","Y","N"
"Comput. Geosci.","Computational Geosciences","","Springer, Dordrecht.","1420-0597","N","N","N"
"Comput. Imaging Vision","Computational Imaging and Vision","","Springer, Heidelberg.","1381-6446","N","N","Y"
"Comput. Inform.","Computing and Informatics","","Slovak Acad. Sci., Bratislava.","1335-9150","N","N","N"
"Comput. Intell.","Computational Intelligence. An International Journal","","Wiley-Blackwell, Malden, MA.","0824-7935","N","N","N"
"Comput. Linguist.","Computational Linguistics","","MIT Press, Cambridge, MA.","0891-2017","N","N","N"
"Comput. Manag. Sci.","Computational Management Science","","Springer, Heidelberg.","1619-697X","N","N","N"
"Comput. Math. Appl.","Computers & Mathematics with Applications. An International Journal","","Elsevier Ltd, Oxford.","0898-1221","N","Y","N"
"Comput. Math. Math. Phys.","Computational Mathematics and Mathematical Physics","","MAIK Nauka/Interperiod. Publ., Moscow.","0965-5425","N","Y","N"
"Comput. Math. Methods Med.","Computational and Mathematical Methods in Medicine","","Hindawi Publ. Corp., New York.","1748-670X","N","N","N"
"Comput. Math. Model.","Computational Mathematics and Modeling","","Springer, New York.","1046-283X","N","N","N"
"Comput. Mech.","Computational Mechanics","","Springer, Berlin.","0178-7675","N","N","N"
"Comput. Methods Appl. Math.","Computational Methods in Applied Mathematics","","De Gruyter, Berlin.","1609-4840","N","N","N"
"Comput. Methods Appl. Mech. Engrg.","Computer Methods in Applied Mechanics and Engineering","","Elsevier Sci. B. V., Amsterdam.","0045-7825","N","N","N"
"Comput. Methods Appl. Sci.","Computational Methods in Applied Sciences","","Springer, Cham.","1871-3033","N","N","Y"
"Comput. Methods Funct. Theory","Computational Methods and Function Theory","","Springer, Berlin.","1617-9447","N","Y","N"
"Comput. Music Sci.","Computational Music Science","","Springer, Cham.","1868-0305","N","N","Y"
"Comput. Neurosci.","Computational Neuroscience","","MIT Press, Cambridge, MA.","","N","N","Y"
"Comput. Oper. Res.","Computers & Operations Research","","Elsevier Sci. B. V., Amsterdam.","0305-0548","N","N","N"
"Comput. Optim. Appl.","Computational Optimization and Applications. An International Journal","","Springer, New York.","0926-6003","N","Y","N"
"Comput. Phys. Commun.","Computer Physics Communications","","Elsevier, Inc., Amsterdam.","0010-4655","N","N","N"
"Comput. Sci. Data Anal. Ser.","Computer Science and Data Analysis Series","","CRC Press, Boca Raton, FL.","","N","N","Y"
"Comput. Sci. Eng.","Computational Science & Engineering","","SIAM, Philadelphia, PA.","","N","N","Y"
"Comput. Sci. J. Moldova","Academy of Sciences of Moldova. Institute of Mathematics and Computer Science. Computer Science Journal of Moldova","","Acad. Sci. Moldova, Inst. Math. Comput. Sci., Kishinev.","1561-4042","N","N","N"
"Comput. Soc. Sci.","Computational Social Sciences","","Springer, Cham.","","Y","N","Y"
"Comput. Statist.","Computational Statistics","","Springer, Berlin.","0943-4062","N","N","N"
"Comput. Statist. Data Anal.","Computational Statistics & Data Analysis","","Elsevier B. V., Amsterdam.","0167-9473","N","N","N"
"Comput. Vis. Sci.","Computing and Visualization in Science","","Springer, Heidelberg.","1432-9360","N","N","N"
"Comput.-Aided Des.","Computer-Aided Design","","Elsevier Sci. B. V., Amsterdam.","0010-4485","N","N","N"
"Computability","Computability. The Journal of the Association CiE","","IOS, Amsterdam.","2211-3568","N","N","N"
"Computing","Computing. Archives for Scientific Computing","","Springer, Vienna.","0010-485X","N","Y","N"
"Concr. Oper.","Concrete Operators","","De Gruyter Open, Berlin.","2299-3282","Y","Y","N"
"Confluentes Math.","Confluentes Mathematici","","Univ. Claude-Bernard Lyon 1, Inst. Camille Jordan, Villeurbanne.","1793-7434","N","Y","N"
"Conform. Geom. Dyn.","Conformal Geometry and Dynamics. An Electronic Journal of the American Mathematical Society","","Amer. Math. Soc., Providence, RI.","1088-4173","N","Y","N"
"Congr. Numer.","Congressus Numerantium. A Conference Journal on Numerical Themes","","Utilitas Math., Winnipeg, MB.","0384-9864","N","Y","N"
"Connaiss. Egypte Anc.","Connaissance de l'Egypte Ancienne","","Editions Safran, Brussels.","","Y","N","Y"
"Constr. Approx.","Constructive Approximation. An International Journal for Approximations and Expansions","","Springer, New York.","0176-4276","N","Y","N"
"Constraints","Constraints. An International Journal","","Springer, New York.","1383-7133","N","Y","N"
"Contemp. Anal. Appl. Math.","Contemporary Analysis and Applied Mathematics","","Fatih University, Istanbul.","2147-3730","Y","N","N"
"Contemp. Math.","Contemporary Mathematics","","Amer. Math. Soc., Providence, RI.","0271-4132","N","N","Y"
"Contemp. Mathematicians","Contemporary Mathematicians","","Birkhauser/Springer, Basel.","","N","N","Y"
"Contin. Mech. Thermodyn.","Continuum Mechanics and Thermodynamics","","Springer, Berlin.","0935-1175","N","N","N"
"Contrib. Discrete Math.","Contributions to Discrete Mathematics","","Contrib. Discrete Math., Calgary, AB.","1715-0868","N","Y","N"
"Contrib. Econom.","Contributions to Economics","","Physica-Verlag/Springer, Heidelberg.","1431-1933","N","N","Y"
"Contrib. Manag. Sci.","Contributions to Management Science","","Physica-Verlag/Springer, Heidelberg.","1431-1941","N","N","Y"
"Contrib. Manag. Sci.","Contributions to Management Science","","Springer, Cham.","1431-1941","Y","N","Y"
"Contrib. Math. Comput. Sci.","Contributions in Mathematical and Computational Sciences","","Springer, Cham.","2191-303X","N","N","Y"
"Contrib. Stat.","Contributions to Statistics","","Springer, Cham.","1431-1968","Y","N","Y"
"Contrib. Statist.","Contributions to Statistics","","Physica-Verlag/Springer, Heidelberg.","1431-1968","N","N","Y"
"Control Autom. Robot.","Control, Automation and Robotics","","Springer, London.","2192-6786","N","N","Y"
"Control Cybernet.","Control and Cybernetics","","Polish Acad. Sci. Syst. Res. Inst., Warsaw.","0324-8569","N","N","N"
"Control Eng.","Control Engineering","","Birkhauser/Springer, Cham.","","N","N","Y"
"Control Intell. Syst.","Control and Intelligent Systems","","ACTA Press, Calgary, AB.","1480-1752","N","N","N"
"Control Theory Technol.","Control Theory and Technology","","South China Univ. Tech., Guangzhou.","2095-6983","N","N","N"
"Convergenze","Convergenze","Convergence","Springer Italia, Milan.","","N","N","Y"
"Conversations","Conversations","","Lonely Scholar, Heverlee.","2034-5976","Y","N","Y"
"Cornerstones","Cornerstones","","Birkhauser/Springer, New York.","","N","N","Y"
"Courant Lect. Notes Math.","Courant Lecture Notes in Mathematics","","Courant Inst. Math. Sci., New York.","","N","N","Y"
"Cours Spec.","Cours Specialises","Specialized Courses","Soc. Math. France, Paris.","1284-6090","N","N","Y"
"CRC Ser. Applied Comput. Mech.","CRC Series in Applied and Computational Mechanics","","CRC Press, Boca Raton, FL.","","Y","N","Y"
"CRC Ser. Comput. Mech. Appl. Anal.","CRC Series in Computational Mechanics and Applied Analysis","","CRC Press, Boca Raton, FL.","","N","N","Y"
"CRC Ser. Mod. Mech. Math.","CRC Series: Modern Mechanics and Mathematics","","CRC Press, Boca Raton, FL.","","N","N","Y"
"Creat. Math. Inform.","Creative Mathematics and Informatics","","N. Univ. Baia Mare, Baia Mare.","1584-286X","N","N","N"
"CRM Monogr. Ser.","CRM Monograph Series","","Amer. Math. Soc., Providence, RI.","1065-8599","N","N","Y"
"CRM Proc. Lecture Notes","CRM Proceedings & Lecture Notes","","Amer. Math. Soc., Providence, RI.","1065-8580","N","N","Y"
"CRM Ser. Math. Phys.","CRM Series in Mathematical Physics","","Springer, Cham.","","N","N","Y"
"CRM Series","Centro di Ricerca Matematica Ennio De Giorgi (CRM) Series","","Ed. Norm., Pisa.","","N","N","Y"
"Croat. Oper. Res. Rev. CRORR","Croatian Operational Research Review. CRORR","","Croatian Oper. Res. Soc., Zagreb.","1848-0225","N","N","N"
"Cryptogr. Commun.","Cryptography and Communications","","Springer, New York.","1936-2447","N","Y","N"
"CSLI Lecture Notes","CSLI Lecture Notes","","CSLI Publ., Stanford, CA.","","N","N","Y"
"Cuad. Log. Epistemol. Leng.","Cuadernos de Logica, Epistemologia y Lenguaje","Logic, Epistemology and Language Collection","Coll. Publ., London.","","Y","N","Y"
"Cubo","Cubo. A Mathematical Journal","","Univ. Frontera, Dep. Mat. Estad., Temuco.","0716-7776","N","Y","N"
"Cult. Civiliz. Middle East","Culture and Civilization in the Middle East","","Routledge/Taylor & Francis, London.","","Y","N","Y"
"Cult. Mem. Present","Cultural Memory in the Present","","Stanford Univ. Press, Stanford, CA.","","N","N","Y"
"Cursos Congr. Simp.","Cursos---Congresos---Simposios","Courses---Congresses---Symposiums","Servizo de Publicacions, Universidade da Coruna, A Coruna.","","N","N","Y"
"Cybern. Inf. Technol.","Cybernetics and Information Technologies","","Bulgarian Acad. Sci., Inst. Inf. Commun. Technol., Sofia.","1311-9702","N","N","N"
"Cybernet. Systems Anal.","Cybernetics and Systems Analysis","","Springer, New York.","1060-0396","N","N","N"
"Czechoslovak Math. J.","Czechoslovak Mathematical Journal","","Acad. Sci. Czech Repub. Inst. Math., Prague.","0011-4642","N","Y","N"
"Dalnevost. Mat. Zh.","Dalnevostochnyi Matematicheskii Zhurnal. Far Eastern Mathematical Journal","","Ross. Akad. Nauk, Dalnevost. Otd., Inst. Prikl. Mat., Khabarov. Otd., Khabarovsk.","1608-845X","N","Y","N"
"Data Min. Knowl. Discov.","Data Mining and Knowledge Discovery","","Springer, New York.","1384-5810","N","N","N"
"De Diversis Artibus","De Diversis Artibus","","Brepols, Turnhout.","","N","N","Y"
"De Gruyter Exp. Math.","De Gruyter Expositions in Mathematics","","De Gruyter, Berlin.","0938-6572","N","N","Y"
"De Gruyter Grad.","De Gruyter Graduate","","De Gruyter, Berlin.","","N","N","Y"
"De Gruyter Grad. Lect.","De Gruyter Graduate Lectures","","De Gruyter, Berlin.","","N","N","Y"
"de Gruyter Lehrbuch","de Gruyter Lehrbuch","de Gruyter Textbook","de Gruyter, Berlin.","","N","N","Y"
"De Gruyter Proc. Math.","De Gruyter Proceedings in Mathematics","","De Gruyter, Berlin.","","N","N","Y"
"De Gruyter Ser. Discrete Math. Appl.","De Gruyter Series in Discrete Mathematics and Applications","","De Gruyter, Berlin.","2195-5557","N","N","Y"
"De Gruyter Ser. Log. Appl.","De Gruyter Series in Logic and its Applications","","De Gruyter, Berlin.","1438-1893","N","N","Y"
"De Gruyter Ser. Math. Life Sci.","De Gruyter Series in Mathematics and Life Sciences","","De Gruyter, Berlin.","2195-5530","N","N","Y"
"De Gruyter Ser. Nonlinear Anal. Appl.","De Gruyter Series in Nonlinear Analysis and Applications","","De Gruyter, Berlin.","0941-813X","N","N","Y"
"De Gruyter Stud.","De Gruyter Studium","","De Gruyter, Berlin.","","N","N","Y"
"De Gruyter Stud. Math.","De Gruyter Studies in Mathematics","","De Gruyter, Berlin.","0179-0986","N","N","Y"
"De Gruyter Stud. Math. Phys.","De Gruyter Studies in Mathematical Physics","","De Gruyter, Berlin.","2194-3532","N","N","Y"
"De Gruyter Textbook","De Gruyter Textbook","","De Gruyter, Berlin.","","N","N","Y"
"Decis. Anal.","Decision Analysis","","INFORMS, Catonsville, MD.","1545-8490","N","N","N"
"Decis. Econ. Finance","Decisions in Economics and Finance. A Journal of Applied Mathematics","","Springer Italia, Milan.","1593-8883","N","Y","N"
"Decis. Eng.","Decision Engineering","","Springer, Cham.","1619-5736","N","N","Y"
"Decis. Mak. Manuf. Serv.","Decision Making in Manufacturing and Services","","AGH Univ. Sci. Tech., Krakow.","1896-8325","N","N","N"
"Dej. Mat.","Dejiny Matematiky","History of Mathematics","Nakladatelstvi CVUT, Prague.","","N","N","Y"
"Dej. Mat./Hist. Math.","Dejiny Matematiky/History of Mathematics","","Matfyzpress, Prague.","","N","N","Y"
"Dej. Mat./Hist. Math.","Dejiny Matematiky/History of Mathematics","","Res. Cent. Hist. Sci. Humanit., Prague.","","N","N","Y"
"Demogr. Res. Monogr.","Demographic Research Monographs","","Springer, Heidelberg.","1613-5520","Y","N","Y"
"Demonstr. Math.","Demonstratio Mathematica. The Journal of Warsaw Technical University","","De Gruyter Open, Berlin.","0420-1213","N","Y","N"
"Denkschr. Osterr. Akad. Wiss. Philos.-Hist. Kl.","Denkschriften Osterreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse","Memoirs of the Austrian Academy of Sciences, Philosophy-History Section","Osterreich. Akad. Wiss., Vienna.","","Y","N","Y"
"Des. Codes Cryptogr.","Designs, Codes and Cryptography. An International Journal","","Springer, New York.","0925-1022","N","Y","N"
"Dev. Math.","Developments in Mathematics","","Springer, Cham.","1389-2177","N","N","Y"
"DGDS Differ. Geom. Dyn. Syst. Monogr.","DGDS. Differential Geometry---Dynamical Systems. Monographs","","Geom. Balkan Press, Bucharest.","","N","N","Y"
"Diagrammes","Diagrammes","","Univ. Paris 7---Denis Diderot, Paris.","0224-3911","N","Y","N"
"Dialectica","Dialectica","","Wiley-Blackwell, Malden, MA.","0012-2017","N","N","N"
